epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
278,19025,0.33263,0.23194,0.85903,0.99982,0.99922,0.995,0.98916,0.14104,0.1019,0.76328,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,19093.5,0.32856,0.23027,0.85773,0.99982,0.99922,0.995,0.98905,0.1409,0.10175,0.76325,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,19162.7,0.32867,0.23049,0.85695,0.99982,0.99922,0.995,0.9892,0.14066,0.10163,0.76321,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,19232.9,0.3261,0.22729,0.85665,0.99981,0.99922,0.995,0.98919,0.14046,0.10154,0.76317,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,19302.1,0.32471,0.22549,0.85646,0.99981,0.99922,0.995,0.98919,0.14036,0.10148,0.76316,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,19368.4,0.32914,0.22961,0.85717,0.99982,0.99922,0.995,0.98918,0.14015,0.10136,0.76313,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,19436.8,0.32005,0.22404,0.85537,0.99982,0.99922,0.995,0.98917,0.14,0.10122,0.76311,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,19506.4,0.32466,0.22602,0.85619,0.99982,0.99922,0.995,0.9893,0.1398,0.10116,0.7631,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,19576.4,0.31967,0.22235,0.85351,0.99982,0.99922,0.995,0.98919,0.13965,0.10103,0.76308,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,19646.3,0.31862,0.22269,0.85468,0.99982,0.99922,0.995,0.98919,0.13954,0.10103,0.76305,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,19716,0.31585,0.22116,0.85391,0.99981,0.99922,0.995,0.98922,0.13935,0.10093,0.763,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,19785.3,0.31744,0.22138,0.85205,0.99981,0.99922,0.995,0.98933,0.13917,0.10082,0.76297,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,19854.7,0.31477,0.22039,0.85409,0.99982,0.99922,0.995,0.98932,0.139,0.10073,0.76294,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,19924.6,0.21852,0.14002,0.78528,0.99982,0.99922,0.995,0.98933,0.13889,0.10065,0.76292,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,19993.3,0.20866,0.13599,0.78693,0.99982,0.99922,0.995,0.98944,0.1388,0.10062,0.76289,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,20062.1,0.20428,0.1336,0.78264,0.99982,0.99922,0.995,0.98936,0.13868,0.10051,0.76286,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,20131.2,0.20285,0.13308,0.78287,0.99982,0.99922,0.995,0.98932,0.13851,0.1004,0.76284,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,20201.3,0.19793,0.13122,0.78219,0.99982,0.99923,0.995,0.98935,0.13841,0.10043,0.76284,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,20269.9,0.1955,0.13026,0.78323,0.99982,0.99923,0.995,0.98938,0.13824,0.10023,0.76281,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,20341.1,0.19407,0.12903,0.78074,0.99982,0.99923,0.995,0.98948,0.13813,0.10021,0.76278,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,20411,0.19319,0.12921,0.78151,0.99982,0.99923,0.995,0.98949,0.13802,0.10019,0.76276,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,20479.7,0.19169,0.12684,0.77883,0.99982,0.99923,0.995,0.98961,0.13786,0.10007,0.76273,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,20550.8,0.19213,0.12777,0.7819,0.99982,0.99923,0.995,0.98971,0.13775,0.09997,0.76271,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
